,AFLfantasy,Supercoach,behinds,disposals,freesAgainst,freesFor,gameID,goals,handballs,hitouts,homeAway,i50s,kicks,marks,name,tackles
53458,29,40,0,7,2,1,6305,0,5,0,Away,1,2,2,Corey Wagner,3
53459,26,34,0,6,0,0,6305,0,2,0,Away,2,4,2,Farren Ray,1
53460,126,129,0,36,0,3,6306,1,17,0,Home,7,19,2,Zachary Merrett,5
53461,101,108,0,28,1,1,6306,0,14,3,Home,7,14,2,Brendon Goddard,6
53462,105,88,0,28,0,0,6306,0,12,0,Home,1,16,11,Adam Cooney,0
53463,86,86,0,21,1,1,6306,0,12,0,Home,2,9,3,James Kelly,7
53464,78,63,0,21,1,1,6306,0,12,1,Home,2,9,4,Kyle Langford,4
53465,73,80,1,21,0,0,6306,1,10,0,Home,2,11,3,Darcy Parish,1
53466,69,81,0,19,1,0,6306,0,6,0,Home,4,13,7,James Gwilt,0
53467,73,61,1,19,1,0,6306,0,9,0,Home,2,10,1,Craig Bird,6
53468,70,72,1,18,0,1,6306,1,7,0,Home,2,11,1,Courtenay Dempsey,3
53469,89,100,2,17,3,2,6306,2,7,0,Home,6,10,6,Anthony M-Tipungwuti,5
53470,74,69,3,16,2,1,6306,2,5,0,Home,3,11,7,Joe Daniher,0
53471,70,64,0,16,0,2,6306,1,8,0,Home,0,8,6,Will Hams,1
53472,66,111,0,13,1,1,6306,0,5,0,Home,1,8,6,Michael Hartley,4
53473,86,85,3,13,0,2,6306,3,5,0,Home,3,8,3,Orazio Fantasia,5
53474,63,71,1,12,0,1,6306,1,6,0,Home,3,6,3,Mitchell Brown,4
53475,68,59,0,12,0,1,6306,0,3,0,Home,1,9,6,Matthew Dea,4
53476,46,58,0,12,1,0,6306,0,6,0,Home,1,6,5,Martin Gleeson,1
53477,50,58,0,11,1,0,6306,0,7,14,Home,2,4,3,Shaun McKernan,1
53478,67,58,0,9,2,0,6306,0,2,16,Home,1,7,4,Sam Michael,5
53479,36,45,0,9,1,2,6306,0,3,0,Home,3,6,3,Patrick Ambrose,1
53480,55,59,0,9,0,2,6306,2,5,0,Home,1,4,1,Jayden Laverde,4
53481,39,35,0,9,0,0,6306,0,4,0,Home,1,5,4,Conor McKenna,1
53482,158,170,0,41,1,4,6306,1,20,0,Away,9,21,0,Jack Steven,12
53483,111,110,0,32,1,1,6306,1,21,2,Away,4,11,2,Sebastian Ross,6
53484,84,85,0,28,0,0,6306,0,13,0,Away,2,15,3,Leigh Montagna,1
53485,95,101,0,27,1,0,6306,1,10,0,Away,7,17,3,Jack Newnes,3
53486,74,81,1,24,1,1,6306,1,17,0,Away,0,7,2,Luke Dunstan,2
53487,83,96,0,23,4,0,6306,1,12,0,Away,4,11,4,David Armitage,5
53488,95,105,1,21,1,0,6306,1,6,5,Away,1,15,7,Nick Riewoldt,2
53489,70,77,0,20,0,0,6306,1,11,0,Away,2,9,5,Dylan Roberton,0
53490,79,67,1,19,0,0,6306,1,9,0,Away,3,10,4,Jade Gresham,3
53491,53,74,0,16,2,3,6306,0,9,0,Away,2,7,3,Jarryn Geary,2
53492,57,55,0,14,1,0,6306,0,7,4,Away,2,7,3,Sam Gilbert,3
53493,60,80,1,13,1,0,6306,2,3,0,Away,4,10,2,Maverick Weller,2
53494,114,97,0,13,0,1,6306,0,7,46,Away,2,6,1,Tom Hickey,8
53495,62,62,1,12,0,1,6306,1,8,0,Away,2,4,2,Darren Minchington,5
53496,71,64,1,12,0,2,6306,1,9,2,Away,0,3,3,Josh Bruce,6
53497,32,38,0,12,1,0,6306,0,9,1,Away,3,3,1,Blake Acres,1
53498,62,41,0,12,2,1,6306,0,9,0,Away,2,3,4,Daniel McKenzie,7
53499,44,48,0,11,1,1,6306,0,7,0,Away,1,4,4,Luke Delaney,2
53500,69,99,0,11,1,1,6306,5,4,0,Away,3,7,4,Tim Membrey,0
53501,53,47,0,9,0,0,6306,0,4,0,Away,4,5,2,Nathan Wright,6
53502,21,24,0,8,0,0,6306,0,6,0,Away,0,2,1,Sean Dempster,0
53503,36,39,0,8,3,0,6306,0,4,0,Away,1,4,3,Shane Savage,4
53504,111,106,1,35,1,1,6307,1,18,0,Home,3,17,1,Luke Parker,4
53505,109,116,0,34,1,0,6307,0,26,0,Home,2,8,4,Tom Mitchell,6
53506,131,140,1,33,0,1,6307,1,18,0,Home,6,15,6,Josh P. Kennedy,6
53507,67,87,0,23,0,0,6307,0,14,0,Home,0,9,0,Jarrad McVeigh,3
53508,78,68,2,21,2,0,6307,0,11,0,Home,1,10,6,Daniel Hannebery,3
53509,82,97,1,20,1,0,6307,0,5,0,Home,4,15,3,Kieren Jack,5
53510,83,75,2,19,0,1,6307,0,7,0,Home,6,12,6,Lance Franklin,3
53511,73,82,0,17,0,0,6307,0,7,0,Home,3,10,7,Callum Mills,2
53512,69,77,0,16,1,1,6307,0,2,0,Home,0,14,7,Dane Rampe,1
53513,55,53,0,16,2,0,6307,0,5,0,Home,1,11,6,Aliir Aliir,0
53514,71,84,0,15,0,0,6307,0,3,0,Home,0,12,7,Heath Grundy,2
53515,56,71,1,15,1,1,6307,2,7,0,Home,2,8,1,Tom Papley,1
53516,47,48,0,12,0,1,6307,0,4,0,Home,7,8,2,Ben McGlynn,2
53517,41,52,0,12,0,1,6307,0,5,0,Home,2,7,3,Nick Smith,0
53518,85,99,1,12,0,0,6307,4,3,0,Home,1,9,5,Gary Rohan,3
53519,60,60,1,12,1,0,6307,1,3,3,Home,3,9,4,Dean Towers,2
53520,59,62,0,12,0,1,6307,0,3,0,Home,3,9,3,Jake Lloyd,4
53521,73,89,0,12,0,0,6307,0,6,30,Home,2,6,3,Sam Naismith,1
53522,43,30,0,12,1,0,6307,0,7,0,Home,1,5,3,George Hewett,2
53523,58,66,0,11,2,1,6307,1,6,13,Home,2,5,3,Callum Sinclair,2
53524,37,36,0,8,0,0,6307,0,3,0,Home,1,5,4,Ted Richards,1
53525,22,21,0,7,2,0,6307,0,0,0,Home,4,7,1,Zak Jones,1
53526,125,120,0,37,0,2,6307,0,12,0,Away,4,25,4,Sam Mitchell,3
53527,134,159,1,26,0,1,6307,2,11,0,Away,7,15,3,Shaun Burgoyne,11
53528,106,116,1,26,1,1,6307,1,12,4,Away,6,14,5,Jordan Lewis,4
53529,81,82,0,25,0,0,6307,0,12,0,Away,1,13,6,Grant Birchall,0
53530,103,92,1,25,0,1,6307,1,13,0,Away,2,12,7,Bradley Hill,3
53531,85,88,0,24,0,1,6307,0,12,0,Away,0,12,8,Josh Gibson,0
53532,92,84,0,21,0,1,6307,0,8,1,Away,2,13,5,Isaac Smith,5
53533,116,111,2,20,1,2,6307,2,5,0,Away,3,15,8,Jack Gunston,6
53534,77,83,0,18,2,0,6307,0,7,2,Away,4,11,6,Luke Hodge,4
53535,92,84,0,18,1,2,6307,1,8,0,Away,4,10,3,Paul Puopolo,8
53536,95,104,0,17,0,0,6307,2,8,0,Away,6,9,4,Cyril Rioli,7
53537,63,66,1,15,0,0,6307,0,9,0,Away,0,6,6,Brendan Whitecross,2
53538,61,55,0,15,1,1,6307,0,4,0,Away,3,11,6,Taylor Duryea,1
53539,55,55,0,12,0,1,6307,1,6,0,Away,2,6,2,Jonathan O'Rourke,3
53540,60,54,1,11,0,0,6307,0,5,1,Away,0,6,2,Luke Breust,6
53541,54,55,0,11,0,1,6307,0,5,0,Away,0,6,3,Benjamin Stratton,4
53542,36,48,0,11,1,0,6307,0,7,0,Away,0,4,3,Kaiden Brand,1
53543,88,82,0,10,0,0,6307,1,5,28,Away,3,5,3,Jonathon Ceglar,5
53544,36,40,1,9,0,0,6307,0,2,0,Away,1,7,2,James Sicily,1
53545,30,41,0,7,1,0,6307,0,2,0,Away,1,5,2,James Frawley,2
53546,34,36,0,7,0,1,6307,0,5,9,Away,0,2,0,Ben McEvoy,2
53547,20,25,0,3,1,0,6307,0,1,0,Away,0,2,1,Angus Litherland,3
53548,123,141,0,37,3,2,6308,0,14,1,Home,5,23,4,Stephen Hill,5
53549,72,76,0,26,3,2,6308,0,14,0,Home,6,12,1,Lachie Neale,3
53550,112,117,0,24,0,0,6308,1,12,5,Home,1,12,3,David Mundy,8
53551,83,79,0,22,0,1,6308,1,15,4,Home,1,7,3,Connor Blakely,3
53552,63,57,0,20,3,2,6308,0,8,0,Home,4,12,2,Thomas Sheridan,3
53553,72,85,2,18,2,1,6308,1,7,0,Home,1,11,6,Matthew Pavlich,1
53554,73,82,0,18,1,0,6308,0,7,0,Home,1,11,3,Danyle Pearce,5
53555,89,68,1,18,1,0,6308,1,7,0,Home,1,11,6,Cameron Sutcliffe,5
53556,71,79,0,18,0,0,6308,0,6,0,Home,0,12,5,Lee Spurr,2
53557,61,67,0,17,1,3,6308,1,9,0,Home,2,8,3,Michael Walters,1
53558,60,64,0,17,0,1,6308,1,12,0,Home,1,5,2,Michael Barlow,2
53559,61,64,0,15,0,0,6308,1,8,0,Home,1,7,2,Lachlan Weller,3
53560,57,64,0,14,1,1,6308,0,6,1,Home,4,8,2,Nicholas Suban,4
53561,55,50,0,14,0,1,6308,0,5,0,Home,3,9,3,Tendai Mzungu,2
53562,63,64,0,14,0,0,6308,0,7,0,Home,0,7,4,Hayden Crozier,4
53563,72,73,0,13,0,0,6308,1,7,3,Home,1,6,5,Matthew Taberner,4
53564,60,58,0,11,1,0,6308,0,2,0,Home,0,9,4,Samuel Collins,5
53565,52,60,0,10,0,0,6308,0,3,0,Home,4,7,3,Garrick Ibbotson,4
53566,25,47,0,9,2,2,6308,0,8,0,Home,1,1,2,Zac Dawson,1
53567,67,60,0,8,0,2,6308,0,4,25,Home,1,4,0,Jonathon Griffin,5
53568,41,40,0,8,1,1,6308,0,5,1,Home,1,3,1,Christopher Mayne,5
53569,43,43,1,6,1,1,6308,1,1,0,Home,1,5,3,Hayden Ballantyne,3
53570,128,128,0,31,0,2,6308,0,15,0,Away,3,16,4,Joel Selwood,9
53571,130,140,1,31,0,1,6308,4,16,0,Away,8,15,5,Patrick Dangerfield,3
53572,117,128,0,30,2,1,6308,0,13,1,Away,0,17,12,Corey Enright,2
53573,116,82,1,26,0,0,6308,0,7,0,Away,2,19,8,Andrew Mackie,5
53574,94,82,1,26,1,0,6308,0,13,0,Away,1,13,5,Steven Motlop,4
53575,110,95,1,25,0,4,6308,0,14,1,Away,3,11,5,Mitchell Duncan,7
53576,60,64,1,25,3,0,6308,0,17,0,Away,2,8,2,Cameron Guthrie,1
53577,93,86,0,22,1,3,6308,0,9,2,Away,3,13,6,Tom Ruggles,4
53578,94,89,0,21,0,2,6308,0,7,0,Away,1,14,8,Jake Kolodjashnij,3
53579,68,82,0,19,1,1,6308,0,10,0,Away,1,9,5,Harry Taylor,2
53580,69,74,0,17,1,0,6308,0,9,0,Away,1,8,6,Tom Lonergan,3
53581,70,60,2,14,2,0,6308,0,5,0,Away,4,9,7,Shane Kersten,4
53582,58,44,0,14,0,1,6308,1,9,0,Away,2,5,2,Jordan Murdoch,3
53583,62,60,0,13,0,1,6308,0,5,0,Away,0,8,5,Lachlan Henderson,3
53584,88,103,0,13,0,1,6308,2,6,16,Away,1,7,6,Zac Smith,2
53585,68,65,0,13,1,0,6308,0,8,4,Away,0,5,4,Mark Blicavs,6
53586,53,59,1,12,0,0,6308,1,6,0,Away,3,6,4,Daniel Menzel,1
53587,52,68,1,12,2,0,6308,1,3,0,Away,3,9,2,Nakia Cockatoo,3
53588,54,53,0,11,2,0,6308,0,5,0,Away,2,6,4,Josh Cowan,5
53589,55,72,0,10,2,1,6308,1,5,12,Away,3,5,3,Rhys Stanley,2
53590,56,66,0,10,0,1,6308,0,6,0,Away,4,4,1,Lincoln McCarthy,7
53591,52,63,0,8,2,1,6308,1,2,0,Away,3,6,3,Tom Hawkins,5
53592,161,152,0,43,2,0,6309,2,8,0,Home,6,35,6,Dustin Martin,4
53593,116,107,0,35,1,1,6309,0,16,0,Home,3,19,3,Trent Cotchin,5
53594,108,81,0,31,1,2,6309,0,19,0,Home,2,12,9,Brandon Ellis,2
53595,104,102,0,26,0,1,6309,1,12,0,Home,2,14,5,Anthony Miles,4
53596,72,82,0,25,0,0,6309,0,9,0,Home,2,16,2,Jayden Short,0
53597,89,74,0,23,0,0,6309,0,12,0,Home,5,11,8,Jason Castagna,2
53598,96,82,0,21,0,0,6309,1,10,0,Home,3,11,7,Taylor Hunt,4
53599,66,67,0,19,0,1,6309,0,10,0,Home,3,9,2,Brett Deledio,3
53600,89,88,1,19,2,1,6309,2,4,0,Home,2,15,4,Shaun Grigg,4
53601,48,54,0,18,1,0,6309,0,14,0,Home,2,4,1,Shane Edwards,2
53602,71,67,0,18,3,0,6309,0,10,1,Home,0,8,9,Alex Rance,2
53603,132,132,2,18,0,3,6309,3,4,7,Home,2,14,12,Benjamin Griffiths,4
53604,79,83,1,15,1,0,6309,0,4,0,Home,2,11,8,Jack Riewoldt,4
53605,70,75,0,15,1,0,6309,0,6,0,Home,1,9,6,Nick Vlastuin,4
53606,78,96,1,15,1,3,6309,3,4,0,Home,2,11,2,Sam Lloyd,3
53607,63,60,0,13,1,0,6309,0,4,1,Home,0,9,10,David Astbury,0
53608,50,52,0,12,0,0,6309,0,4,0,Home,1,8,6,Liam Mcbean,0
53609,50,62,0,12,0,0,6309,1,6,0,Home,2,6,2,Oleg Markov,2
53610,98,99,0,11,1,2,6309,1,5,40,Home,3,6,3,Shaun Hampson,4
53611,44,55,0,11,0,1,6309,0,8,0,Home,0,3,2,Dylan Grimes,3
53612,64,87,0,11,1,0,6309,1,4,0,Home,3,7,4,Daniel Rioli,5
53613,43,32,0,8,1,0,6309,1,4,0,Home,0,4,4,Connor Menadue,2
53614,152,138,0,34,1,2,6309,1,16,0,Away,4,18,7,Zachary Merrett,10
53615,99,71,1,27,1,0,6309,0,12,1,Away,4,15,5,Brendon Goddard,4
53616,94,103,0,24,0,0,6309,0,15,0,Away,3,9,3,Craig Bird,7
53617,106,98,0,23,1,4,6309,1,10,0,Away,3,13,8,James Kelly,4
53618,91,74,1,20,0,1,6309,0,11,0,Away,4,9,4,Darcy Parish,7
53619,53,63,0,17,0,0,6309,0,8,0,Away,0,9,2,Martin Gleeson,1
53620,66,52,1,17,1,0,6309,0,10,1,Away,2,7,2,Kyle Langford,5
53621,67,57,0,15,0,0,6309,0,4,0,Away,3,11,2,David Zaharakis,5
53622,48,59,0,15,3,1,6309,0,9,0,Away,1,6,4,Matthew Dea,2
53623,73,74,0,15,0,1,6309,0,4,0,Away,2,11,5,Conor McKenna,4
53624,69,71,1,14,0,1,6309,0,4,0,Away,4,10,7,Mitchell Brown,2
53625,47,43,0,12,1,0,6309,0,1,0,Away,2,11,5,Courtenay Dempsey,0
53626,74,64,2,12,3,0,6309,0,3,20,Away,5,9,4,Matthew Leuenberger,4
53627,75,77,0,12,0,1,6309,1,6,0,Away,0,6,2,Will Hams,8
53628,63,67,1,11,1,1,6309,1,1,9,Away,3,10,3,Shaun McKernan,2
53629,88,85,3,11,0,1,6309,3,1,0,Away,1,10,2,Orazio Fantasia,7
53630,71,67,0,11,1,0,6309,2,3,0,Away,3,8,8,Jayden Laverde,2
53631,69,53,1,9,0,0,6309,0,1,0,Away,4,8,6,Anthony M-Tipungwuti,6
53632,25,34,0,8,0,1,6309,0,3,0,Away,0,5,1,Patrick Ambrose,0
53633,18,29,0,6,0,0,6309,0,3,0,Away,0,3,1,James Gwilt,0
53634,34,67,0,6,1,0,6309,0,3,0,Away,1,3,2,Michael Hartley,4
53635,54,65,0,6,1,3,6309,2,0,0,Away,4,6,4,Joe Daniher,3
53636,99,123,0,29,0,2,6310,2,15,0,Home,4,14,3,Brent Harvey,1
53637,75,91,0,28,0,0,6310,0,21,0,Home,2,7,0,Nick Dal Santo,3
53638,67,82,1,24,2,0,6310,0,19,0,Home,3,5,1,Andrew Swallow,4
53639,67,80,0,23,4,0,6310,0,10,0,Home,4,13,4,Jack Ziebell,2
53640,65,61,1,22,1,0,6310,0,15,0,Home,2,7,4,Daniel Wells,1
53641,64,59,2,22,2,2,6310,0,15,0,Home,3,7,1,Ryan Clarke,3
53642,59,81,0,20,0,0,6310,0,15,0,Home,2,5,2,Ben Cunnington,2
53643,61,59,1,19,1,1,6310,0,11,0,Home,2,8,4,Sam Gibson,1
53644,57,67,0,19,1,1,6310,0,7,0,Home,4,12,3,Shaun Atley,0
53645,52,68,0,18,2,1,6310,1,13,0,Home,1,5,2,Jamie MacMillan,1
53646,75,83,0,17,2,2,6310,0,6,0,Home,1,11,6,Robbie Tarrant,4
53647,57,52,0,17,0,0,6310,0,4,0,Home,4,13,2,Bradley McKenzie,1
53648,103,120,1,16,0,0,6310,3,5,3,Home,2,11,10,Ben Brown,2
53649,84,94,3,14,0,3,6310,3,5,0,Home,2,9,5,Lindsay Thomas,2
53650,57,59,0,13,2,0,6310,0,5,0,Home,1,8,7,Michael Firrito,2
53651,40,56,0,13,0,1,6310,0,3,0,Home,2,10,1,Aaron Mullett,0
53652,62,50,1,13,0,1,6310,1,4,0,Home,3,9,1,Jed Anderson,4
53653,81,93,0,12,0,3,6310,0,10,30,Home,0,2,2,Todd Goldstein,4
53654,55,59,2,11,1,2,6310,0,4,2,Home,3,7,5,Drew Petrie,2
53655,57,60,2,11,1,3,6310,0,3,0,Home,3,8,3,Jarrad Waite,4
53656,38,46,0,8,0,1,6310,0,5,0,Home,0,3,2,Scott Thompson,3
53657,31,29,0,5,0,0,6310,0,2,0,Home,0,3,2,Corey Wagner,3
53658,122,111,1,35,1,2,6310,2,21,0,Away,5,14,6,Robbie Gray,2
53659,119,128,0,32,0,1,6310,1,24,0,Away,5,8,4,Travis Boak,7
53660,101,115,0,23,1,2,6310,0,10,4,Away,5,13,5,Oliver Wines,6
53661,88,93,0,22,5,1,6310,0,15,15,Away,2,7,4,Jackson Trengove,6
53662,73,84,0,21,4,0,6310,0,8,0,Away,5,13,6,Hamish Hartlett,3
53663,98,94,2,21,1,4,6310,2,10,0,Away,1,11,6,Aaron Young,3
53664,97,136,1,20,0,0,6310,3,8,3,Away,4,12,5,Justin Westhoff,2
53665,66,73,0,20,1,0,6310,0,7,0,Away,1,13,4,Jasper Pittard,1
53666,94,106,2,20,1,0,6310,2,7,0,Away,4,13,6,Chad Wingard,3
53667,70,75,0,19,1,1,6310,1,13,2,Away,1,6,4,Brendon Ah Chee,2
53668,66,72,0,16,0,1,6310,0,9,0,Away,1,7,2,Kane Mitchell,5
53669,58,69,0,16,0,0,6310,0,7,0,Away,3,9,3,Karl Amon,2
53670,54,80,0,15,0,0,6310,0,4,0,Away,2,11,3,Matthew Broadbent,1
53671,69,87,0,14,0,1,6310,1,9,0,Away,1,5,3,Sam Gray,5
53672,54,54,0,13,0,1,6310,0,3,0,Away,0,10,3,Darcy B-Jones,2
53673,43,44,0,12,2,1,6310,0,5,0,Away,0,7,3,Paul Stewart,2
53674,45,43,1,12,0,1,6310,0,7,0,Away,1,5,2,Jarman Impey,2
53675,69,83,1,10,2,2,6310,3,3,0,Away,1,7,5,Jay Schulz,3
53676,49,56,0,10,0,0,6310,0,3,0,Away,0,7,6,Tom Clurey,1
53677,39,55,0,7,0,0,6310,1,4,0,Away,1,3,0,Jake Neade,4
53678,23,31,0,5,2,1,6310,0,1,0,Away,2,4,2,Charlie Dixon,2
53679,15,36,0,5,2,0,6310,0,2,0,Away,0,3,0,Logan Austin,2
53680,116,144,0,34,1,1,6311,2,20,1,Home,5,14,5,Koby Stevens,2
53681,105,90,0,29,1,1,6311,0,12,0,Home,2,17,8,Matthew Boyd,2
53682,95,93,0,29,3,0,6311,0,15,0,Home,7,14,8,Jackson Macrae,2
53683,107,121,2,29,0,3,6311,0,14,0,Home,4,15,3,Marcus Bontempelli,5
53684,86,93,0,28,1,0,6311,0,13,0,Home,1,15,6,Matthew Suckling,0
53685,110,79,0,27,1,1,6311,0,12,0,Home,3,15,9,Lachlan Hunter,4
53686,104,99,0,27,1,1,6311,0,12,0,Home,3,15,7,Josh Dunkley,4
53687,116,112,1,25,1,2,6311,3,8,0,Home,7,17,5,Mitchell Wallis,4
53688,77,83,0,24,0,0,6311,0,11,0,Home,4,13,4,Shane Biggs,1
53689,89,65,0,23,0,0,6311,0,8,0,Home,1,15,8,Jason Johannisen,1
53690,85,107,2,21,2,1,6311,2,10,0,Home,6,11,5,Liam Picken,2
53691,92,92,0,20,0,1,6311,0,4,0,Home,1,16,9,Easton Wood,2
53692,57,66,0,20,0,0,6311,0,13,0,Home,0,7,2,Caleb Daniel,1
53693,91,95,0,19,0,0,6311,1,15,1,Home,2,4,2,Lin Jong,9
53694,72,82,0,17,2,2,6311,0,9,14,Home,2,8,4,Jordan Roughead,2
53695,96,98,4,17,1,2,6311,3,6,0,Home,3,11,6,Clay Smith,3
53696,82,68,2,17,0,1,6311,1,7,0,Home,0,10,7,Tory Dickson,2
53697,51,63,0,13,0,1,6311,0,7,0,Home,0,6,6,Dale Morris,0
53698,72,58,4,13,0,1,6311,1,2,0,Home,2,11,8,Jack Redpath,0
53699,60,76,1,13,1,2,6311,1,6,0,Home,2,7,3,Jake Stringer,3
53700,57,58,0,11,0,1,6311,0,7,0,Home,1,4,6,Fletcher Roberts,3
53701,69,70,1,11,0,2,6311,1,6,8,Home,1,5,3,Thomas Boyd,4
53702,102,78,3,29,1,2,6311,0,10,1,Away,4,19,6,Aaron Hall,1
53703,97,82,0,25,0,1,6311,0,7,0,Away,5,18,8,Matt Shaw,1
53704,84,53,0,24,1,1,6311,0,12,0,Away,1,12,2,Touk Miller,5
53705,93,75,0,23,1,0,6311,0,7,0,Away,1,16,10,Kade Kolodjashnij,1
53706,69,48,0,18,2,2,6311,0,8,0,Away,0,10,9,Nick Malceski,0
53707,49,60,1,18,2,0,6311,0,11,0,Away,4,7,1,Alex Sexton,2
53708,74,74,0,18,3,1,6311,0,7,2,Away,1,11,7,Jack Martin,3
53709,67,73,0,17,0,0,6311,2,9,0,Away,3,8,3,Brandon Matera,1
53710,80,103,0,17,0,1,6311,2,12,0,Away,4,5,4,Callum Ah Chee,4
53711,57,44,1,16,0,1,6311,0,7,0,Away,2,9,2,Mitchell Hallahan,2
53712,62,68,0,15,2,1,6311,0,4,0,Away,0,11,6,Steven May,2
53713,61,55,0,14,1,0,6311,0,2,0,Away,0,12,4,Jarrod Harbrow,3
53714,94,118,2,14,2,0,6311,3,3,0,Away,2,11,11,Tom Lynch,2
53715,61,69,0,14,0,1,6311,0,4,0,Away,2,10,6,Jesse Joyce,1
53716,64,78,1,13,1,1,6311,1,2,0,Away,6,11,6,Ryan Davis,1
53717,64,47,1,12,0,1,6311,0,6,0,Away,0,6,4,Jesse Lonergan,5
53718,56,45,0,12,0,0,6311,0,4,0,Away,2,8,4,Jarrod Garlett,3
53719,27,33,1,10,2,0,6311,0,7,0,Away,0,3,3,Jarrad Grant,0
53720,60,58,0,10,3,0,6311,0,8,25,Away,2,2,2,Tom Nicholls,4
53721,31,46,0,9,2,0,6311,0,6,0,Away,0,3,4,Rory Thompson,1
53722,36,38,0,7,0,1,6311,0,3,0,Away,0,4,3,Sam Day,2
53723,33,43,0,6,0,1,6311,0,5,7,Away,0,1,0,Peter Wright,3
53724,113,112,1,29,0,0,6312,0,18,0,Home,5,11,1,Brad Crouch,10
53725,106,103,1,27,1,1,6312,0,15,0,Home,2,12,3,Rory Sloane,8
53726,91,105,0,27,0,0,6312,1,14,0,Home,0,13,6,Ricky Henderson,0
53727,92,71,1,25,1,1,6312,1,11,0,Home,4,14,5,Rory Atkins,2
53728,84,81,0,25,0,1,6312,0,16,0,Home,2,9,4,Matt Crouch,3
53729,93,99,1,23,0,0,6312,0,9,0,Home,6,14,8,Brodie Smith,2
53730,104,81,1,22,0,2,6312,0,10,0,Home,4,12,3,Scott Thompson,9
53731,74,95,1,21,1,1,6312,2,12,0,Home,2,9,4,Tom Lynch,0
53732,109,101,0,21,2,0,6312,2,3,0,Home,5,18,5,Jarryd Lyons,7
53733,68,57,0,18,1,1,6312,0,6,0,Home,5,12,6,Richard Douglas,1
53734,56,34,1,18,0,0,6312,0,8,0,Home,1,10,3,David MacKay,0
53735,66,57,0,18,0,1,6312,0,12,0,Home,2,6,1,Paul Seedsman,5
53736,108,110,0,17,0,1,6312,1,4,27,Home,6,13,5,Sam Jacobs,3
53737,71,77,0,17,2,3,6312,0,9,0,Home,1,8,8,Daniel Talia,2
53738,67,71,1,13,1,0,6312,1,5,8,Home,3,8,7,Josh Jenkins,0
53739,39,74,0,12,2,0,6312,0,4,0,Home,2,8,3,Jake Lever,1
53740,78,80,2,10,0,0,6312,3,1,0,Home,0,9,3,Eddie Betts,5
53741,48,54,1,10,0,1,6312,1,2,0,Home,3,8,4,Taylor Walker,0
53742,39,40,0,9,0,0,6312,0,4,0,Home,0,5,4,Kyle Cheney,1
53743,34,44,0,8,1,0,6312,0,4,0,Home,0,4,3,Kyle Hartigan,2
53744,46,52,0,8,0,0,6312,1,2,0,Home,3,6,2,Charlie Cameron,3
53745,42,48,0,8,0,0,6312,1,4,0,Home,1,4,4,Mitch McGovern,1
53746,121,108,1,36,0,0,6312,0,25,0,Away,2,11,3,Adam Treloar,7
53747,123,101,0,34,0,1,6312,1,18,0,Away,6,16,4,Taylor Adams,5
53748,101,108,0,30,0,0,6312,0,22,1,Away,6,8,4,Scott Pendlebury,5
53749,110,98,0,26,0,0,6312,0,16,0,Away,4,10,8,Steele Sidebottom,6
53750,81,100,0,23,1,1,6312,0,13,0,Away,1,10,5,Ben Sinclair,3
53751,134,104,0,23,2,0,6312,0,11,32,Away,1,12,10,Brodie Grundy,5
53752,98,77,0,22,0,1,6312,1,11,0,Away,2,11,4,James Aish,6
53753,83,89,1,19,0,0,6312,0,8,0,Away,1,11,3,Jeremy Howe,6
53754,102,105,1,19,1,0,6312,2,11,4,Away,4,8,2,Jack Crisp,9
53755,71,74,1,19,1,1,6312,0,10,0,Away,2,9,3,Jordan De Goey,4
53756,78,74,0,18,1,0,6312,0,5,0,Away,1,13,8,Ben Reid,2
53757,104,84,1,17,0,1,6312,2,2,0,Away,5,15,7,Travis Cloke,5
53758,61,65,0,15,0,1,6312,0,4,0,Away,1,11,5,Jonathon Marsh,1
53759,67,58,0,14,0,0,6312,0,5,8,Away,3,9,6,Jesse White,1
53760,61,69,0,14,0,0,6312,0,7,0,Away,0,7,2,Brayden Maynard,5
53761,66,52,1,13,3,0,6312,1,7,0,Away,2,6,4,Travis Varcoe,6
53762,77,84,0,13,1,2,6312,2,5,0,Away,2,8,0,Levi Greenwood,8
53763,46,33,0,12,1,0,6312,0,3,0,Away,0,9,4,Josh Smith,1
53764,41,38,0,10,0,1,6312,0,5,0,Away,3,5,1,Brent Macaffer,3
53765,49,49,0,10,0,0,6312,0,7,0,Away,0,3,2,Jarryd Blair,5
53766,32,53,0,9,1,0,6312,0,6,0,Away,1,3,2,Nathan Brown,2
53767,44,33,0,9,1,3,6312,1,3,0,Away,1,6,2,Darcy Moore,2
53768,134,138,0,32,0,1,6313,0,11,0,Home,1,21,12,Sam Docherty,3
53769,109,103,2,29,2,4,6313,1,20,3,Home,3,9,3,Patrick Cripps,6
53770,99,115,0,28,3,1,6313,0,15,0,Home,1,13,10,Kade Simpson,2
53771,107,101,0,27,1,0,6313,1,15,0,Home,2,12,6,Sam Kerridge,5
53772,100,107,0,26,0,0,6313,2,10,3,Home,5,16,3,Bryce Gibbs,2
53773,99,113,0,23,2,0,6313,0,11,1,Home,2,12,10,Simon White,4
53774,61,64,0,21,2,0,6313,0,11,0,Home,4,10,5,Dennis Armfield,0
53775,77,71,0,19,1,1,6313,1,3,0,Home,3,16,5,Matthew Wright,1
53776,60,81,0,19,0,1,6313,0,8,0,Home,1,11,2,Zach Tuohy,1
